"label","is_PE","Id","Degree","Betweenness","PageRank","Bridge","path","flow","name","path1","path2","path3","submod","Community","Bridge_stars","Degree_stars","Betweenness_stars","PageRank_stars"
"individual, non-P.E.",FALSE,39574,3,266.398062188895,2.37845151569375e-05,0,"1:2:278",7.98e-06,39574,1,2,278,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,205649,39,3686.84689437954,0.000100406666383938,0,"1:7:13",0.00015691,205649,1,7,13,"1 7","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,195756,5,7422.05603701277,8.50518776692565e-05,0,"2:28:7",1.73e-05,195756,2,28,7,"2 28","Pro-vaccine","","","*",""
"Both",TRUE,440891,6,675.102205898053,2.98663320736802e-05,1,"1:9:26",1.73e-05,440891,1,9,26,"1 9","Anti-vaccine","*","","",""
"individual, non-P.E.",FALSE,210573,50,14045.78808502,0.000195869974240225,0,"2:4:1:49",0.000219408,210573,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,458016,1,0,3.04907899302333e-05,0,"2:108:3",3.99e-06,458016,2,108,3,"2 108","Pro-vaccine","","","",""
"Description",TRUE,220946,42,14112.0907360241,9.35329469140025e-05,0,"1:6:14",0.000135634,220946,1,6,14,"1 6","Anti-vaccine","","*","*","*"
"Both",TRUE,265764,21,2411.29459978764,6.7168846634062e-05,0,"1:14:3",8.51e-05,265764,1,14,3,"1 14","Anti-vaccine","","*","*",""
"individual, non-P.E.",FALSE,448562,20,4033.37615795243,8.59204849916075e-05,0,"2:1:161",7.18e-05,448562,2,1,161,"2 1","Pro-vaccine","","*","",""
"individual, non-P.E.",FALSE,463043,8,25494.5062381117,8.64601987440627e-05,0,"3:9:3",3.59e-05,463043,3,9,3,"3 9",NA,"","","",""
"individual, non-P.E.",FALSE,124392,11,1414.65460247114,3.90325819419047e-05,0,"1:2:145",3.72e-05,124392,1,2,145,"1 2","Anti-vaccine","","","",""
"non-individual",NA,428997,1,0,2.18491842584364e-05,0,"2:1:642",2.66e-06,428997,2,1,642,"2 1","Pro-vaccine","","","",""
"Both",TRUE,10376,21,1346.98882153011,0.000108064482116501,0,"2:3:79",8.91e-05,10376,2,3,79,"2 3","Pro-vaccine","","*","","*"
"individual, non-P.E.",FALSE,46012,24,420.988937240216,8.95433100114302e-05,0,"2:1:147",8.38e-05,46012,2,1,147,"2 1","Pro-vaccine","","*","",""
"individual, non-P.E.",FALSE,271858,37,5376.5989568848,0.000111904464462497,1,"1:2:72",0.000180846,271858,1,2,72,"1 2","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,290969,26,186.780463224988,7.12423375274276e-05,0,"2:2:136",7.98e-05,290969,2,2,136,"2 2","Pro-vaccine","","*","",""
"individual, non-P.E.",FALSE,337104,10,122.659864807605,4.59993299582354e-05,0,"2:4:1:125",3.32e-05,337104,2,4,1,"2 4","Pro-vaccine","","","",""
"non-individual",NA,101863,60,26412.8704199179,0.000265364507151899,1,"2:3:41",0.000260631,101863,2,3,41,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,129428,1,0,2.1357298129899e-05,0,"1:1:623",3.99e-06,129428,1,1,623,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,253117,6,1214.38855999177,4.75957045892051e-05,0,"2:1:320",2.13e-05,253117,2,1,320,"2 1","Pro-vaccine","","","",""
"non-individual",NA,135455,11,7211.36183545858,5.96511898685237e-05,0,"2:1:249",3.32e-05,135455,2,1,249,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,248398,24,10764.1249228417,0.000151035725834467,0,"1:10:11",9.84e-05,248398,1,10,11,"1 10","Anti-vaccine","","*","*","*"
"non-individual",NA,110984,15,2872.80155119622,5.46014435663112e-05,0,"2:4:2:10",4.26e-05,110984,2,4,2,"2 4","Pro-vaccine","","","",""
"non-individual",NA,70433,5,450.788701291185,3.82687355690534e-05,0,"2:46:5",1.6e-05,70433,2,46,5,"2 46","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,7251,7,7286.60297742748,0.000106907438555267,0,"2:28:6",1.99e-05,7251,2,28,6,"2 28","Pro-vaccine","","","*","*"
"individual, non-P.E.",FALSE,332160,1,0,5.3689605867433e-05,0,"2:154:2",3.99e-06,332160,2,154,2,"2 154","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,262928,49,4413.86863971577,0.000312850397669226,0,"2:1:55",0.000359032,262928,2,1,55,"2 1","Pro-vaccine","","*","","*"
NA,NA,100683,2,0,3.06916229458977e-05,0,"2:38:5",9.31e-06,100683,2,38,5,"2 38","Pro-vaccine","","","",""
"Name",TRUE,6017,4,219.924228571655,2.46620986771081e-05,0,"1:1:494",1.06e-05,6017,1,1,494,"1 1","Anti-vaccine","","","",""
"Both",TRUE,233664,80,55297.1268688677,0.000237932306644922,2,"1:9:4",0.000357702,233664,1,9,4,"1 9","Anti-vaccine","*","*","**","*"
"Description",TRUE,148200,169,228957.403641834,0.00113291566230416,46,"2:6:1",0.000998641,148200,2,6,1,"2 6","Pro-vaccine","***","**","**","**"
"non-individual",NA,180379,218,201722.972622788,0.00107816979089132,30,"1:2:14",0.00195606,180379,1,2,14,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,230146,1,0,2.10900098015965e-05,0,"3:3:32",2.66e-06,230146,3,3,32,"3 3",NA,"","","",""
"non-individual",NA,402950,1,0,0.000129533678756507,0,"191:1",2.66e-06,402950,191,1,NA,"191 1",NA,"","","",""
"individual, non-P.E.",FALSE,201301,16,1671.63315639421,8.10149167340717e-05,0,"1:15:3",5.98e-05,201301,1,15,3,"1 15","Anti-vaccine","","","","*"
"individual, non-P.E.",FALSE,257312,134,92867.8841519503,0.000608573466561138,0,"2:2:28",0.000727372,257312,2,2,28,"2 2","Pro-vaccine","","**","**","*"
"individual, non-P.E.",FALSE,455487,11,282.21413131565,4.47832218117486e-05,0,"2:4:1:126",3.32e-05,455487,2,4,1,"2 4","Pro-vaccine","","","",""
"non-individual",NA,389691,1,0,2.29541432452942e-05,0,"3:2:186",3.99e-06,389691,3,2,186,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,336009,1,0,2.07816829911617e-05,0,"1:2:415",2.66e-06,336009,1,2,415,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,195770,74,774.569609187483,0.000167762659279579,0,"1:1:133",0.000382968,195770,1,1,133,"1 1","Anti-vaccine","","*","","*"
"individual, non-P.E.",FALSE,198199,1,0,4.47071851538513e-05,0,"2:179:2",2.66e-06,198199,2,179,2,"2 179","Pro-vaccine","","","",""
"Description",TRUE,127910,14,80.352954080067,4.98317522242269e-05,0,"2:2:167",4.79e-05,127910,2,2,167,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,291789,1,0,2.1854886329856e-05,0,"1:21:7",2.66e-06,291789,1,21,7,"1 21","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,227710,1,0,2.08818760495405e-05,0,"1:2:478",2.66e-06,227710,1,2,478,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,202202,3,12.7278783498108,2.67440016570839e-05,0,"1:11:35",7.98e-06,202202,1,11,35,"1 11","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,324227,1,0,2.15698763755728e-05,0,"2:1:610",2.66e-06,324227,2,1,610,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,235072,11,751.853466266495,5.11778197477038e-05,0,"1:11:23",3.59e-05,235072,1,11,23,"1 11","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,206515,41,24201.4135950647,0.000243217134984644,14,"1:11:4",0.000226057,206515,1,11,4,"1 11","Anti-vaccine","**","*","*","*"
"non-individual",NA,378704,215,220983.72458704,0.00120378612777392,15,"2:3:9",0.0012739,378704,2,3,9,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,210816,80,24782.0223814184,0.000407731687273226,0,"2:2:40",0.000505304,210816,2,2,40,"2 2","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,54897,6,91.6000153707991,3.75114996966703e-05,0,"2:1:336",1.86e-05,54897,2,1,336,"2 1","Pro-vaccine","","","",""
NA,NA,207031,1,0,4.06085008447986e-05,0,"2:24:11",5.32e-06,207031,2,24,11,"2 24","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,59390,1,0,2.1613483436142e-05,0,"2:1:592",2.66e-06,59390,2,1,592,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,149991,27,3492.20777413416,8.78840041791225e-05,0,"1:2:85",0.000124996,149991,1,2,85,"1 2","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,304385,35,40092.247754146,0.000258281275319001,0,"3:5:8",0.000203451,304385,3,5,8,"3 5",NA,"","","",""
"individual, non-P.E.",FALSE,31021,11,2510.74246454291,4.01822939112517e-05,0,"2:2:197",3.06e-05,31021,2,2,197,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,39911,21,514.965379594322,9.02934477635956e-05,0,"2:1:137",8.91e-05,39911,2,1,137,"2 1","Pro-vaccine","","*","",""
"individual, non-P.E.",FALSE,125452,4,396.584980526471,2.8119096247661e-05,0,"2:1:402",1.06e-05,125452,2,1,402,"2 1","Pro-vaccine","","","",""
NA,NA,166395,4,0,2.75217455121768e-05,0,"1:3:232",1.6e-05,166395,1,3,232,"1 3","Anti-vaccine","","","",""
NA,NA,143886,1,0,2.17244839155179e-05,0,"2:3:245",2.66e-06,143886,2,3,245,"2 3","Pro-vaccine","","","",""
"Both",TRUE,125701,14,18668.2160671662,0.000124000838288564,0,"2:18:6",5.58e-05,125701,2,18,6,"2 18","Pro-vaccine","","","*","*"
"individual, non-P.E.",FALSE,373774,2,0.788657434086208,2.25203530910502e-05,0,"1:12:23",5.32e-06,373774,1,12,23,"1 12","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,450957,18,17960.7166517728,0.000136530234647101,0,"1:19:2",7.71e-05,450957,1,19,2,"1 19","Anti-vaccine","","","*","*"
"non-individual",NA,158589,1,0,2.57833291440406e-05,0,"2:19:15",2.66e-06,158589,2,19,15,"2 19","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,111765,13,909.572296481176,3.53106803715157e-05,0,"1:1:361",3.72e-05,111765,1,1,361,"1 1","Anti-vaccine","","","",""
NA,NA,385702,2,7099,6.37317367297651e-05,0,"2:188:1",5.32e-06,385702,2,188,1,"2 188","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,4008,1,0,2.08584021660654e-05,0,"1:2:512",2.66e-06,4008,1,2,512,"1 2","Anti-vaccine","","","",""
"non-individual",NA,104945,6,40.7612557656953,3.68494181153398e-05,0,"2:3:137",1.73e-05,104945,2,3,137,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,243266,36,8213.95178156949,0.000131956805060475,0,"2:2:101",0.000142283,243266,2,2,101,"2 2","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,326393,29,3370.95455982126,8.75869856657011e-05,0,"1:6:16",0.000124996,326393,1,6,16,"1 6","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,313677,2,28384,5.02054743175872e-05,0,"2:95:4",5.32e-06,313677,2,95,4,"2 95","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,336667,2,0,6.57157769863018e-05,0,"2:64:6",6.65e-06,336667,2,64,6,"2 64","Pro-vaccine","","","",""
"non-individual",NA,231897,2,0,0.000143832851086582,0,"42:1",7.98e-06,231897,42,1,NA,"42 1",NA,"","","",""
"individual, non-P.E.",FALSE,236635,14,757.130552074125,5.10215952577314e-05,0,"1:4:47",5.19e-05,236635,1,4,47,"1 4","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,170646,2,0,2.61035969300188e-05,0,"2:1:459",7.98e-06,170646,2,1,459,"2 1","Pro-vaccine","","","",""
"non-individual",NA,167543,33,12626.7729220625,0.000131339271055902,1,"3:4:13",0.000111699,167543,3,4,13,"3 4",NA,"","","",""
"Both",TRUE,196409,41,6600.70589699289,0.000215328972272494,0,"2:4:2:2",0.000216749,196409,2,4,2,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,114004,39,90184.8556348841,0.000236447332975482,13,"1:23:1",0.000126326,114004,1,23,1,"1 23","Anti-vaccine","**","*","**","*"
"Both",TRUE,370077,3,0,2.89969582692351e-05,0,"2:5:45",9.31e-06,370077,2,5,45,"2 5","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,298348,4,23.645797975406,2.80410874969795e-05,0,"2:4:1:180",1.2e-05,298348,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,106572,8,930.169865776988,4.16709546786683e-05,0,"2:1:280",2.53e-05,106572,2,1,280,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,361793,59,1040.98150736536,0.000122837608118789,0,"1:1:163",0.00026595,361793,1,1,163,"1 1","Anti-vaccine","","*","","*"
"individual, non-P.E.",FALSE,413073,1,0,0.000129533678756408,0,"116:2",2.66e-06,413073,116,2,NA,"116 2",NA,"","","",""
"individual, non-P.E.",FALSE,461529,9,7341.69597831028,4.95755911853537e-05,0,"1:1:409",2.66e-05,461529,1,1,409,"1 1","Anti-vaccine","","","*",""
"individual, non-P.E.",FALSE,281642,42,529.552615183138,0.00010671268779101,0,"1:1:180",0.000226057,281642,1,1,180,"1 1","Anti-vaccine","","*","","*"
"non-individual",NA,114668,2,53.5780680993154,2.31711636932026e-05,1,"1:2:345",5.32e-06,114668,1,2,345,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,237075,9,1835.73763545432,5.46321810610795e-05,0,"1:16:3",3.06e-05,237075,1,16,3,"1 16","Anti-vaccine","","","*",""
"non-individual",NA,132684,10,8640.78610043966,7.01938269256671e-05,1,"2:3:112",3.59e-05,132684,2,3,112,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,261559,39,1442.77074343435,0.000209835937935221,0,"2:1:76",0.000227387,261559,2,1,76,"2 1","Pro-vaccine","","*","","*"
"Both",TRUE,314552,1,0,2.10863439148224e-05,0,"2:2:361",2.66e-06,314552,2,2,361,"2 2","Pro-vaccine","","","",""
"non-individual",NA,246331,97,164264.511771593,0.00081967349382491,0,"3:5:2",0.000654236,246331,3,5,2,"3 5",NA,"","","",""
"individual, non-P.E.",FALSE,307087,80,3366.24008591046,0.000200971414747221,0,"1:1:123",0.000441476,307087,1,1,123,"1 1","Anti-vaccine","","*","*","*"
"non-individual",NA,271220,55,9789.47728974654,0.000236749676288939,1,"2:2:69",0.000281907,271220,2,2,69,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,70316,5,4322.7883562062,4.53592004285082e-05,0,"2:1:346",1.6e-05,70316,2,1,346,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,221829,10,62.5316283724327,6.09527344995924e-05,0,"1:15:5",3.86e-05,221829,1,15,5,"1 15","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,210274,20,166.597242286579,5.46298597921822e-05,0,"2:2:161",5.58e-05,210274,2,2,161,"2 2","Pro-vaccine","","*","",""
"individual, non-P.E.",FALSE,128334,21,763.698490357659,0.000118178733562983,0,"3:2:69",8.91e-05,128334,3,2,69,"3 2",NA,"","","",""
"non-individual",NA,79248,1,0,3.71855927020307e-05,0,"2:51:11",2.66e-06,79248,2,51,11,"2 51","Pro-vaccine","","","",""
"non-individual",NA,454077,52,4974.72441711904,0.000171316149848292,0,"2:3:56",0.000170208,454077,2,3,56,"2 3","Pro-vaccine","","","",""
"Description",TRUE,324146,2,9.83022544571088,2.18261670910491e-05,0,"1:1:600",5.32e-06,324146,1,1,600,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,271415,11,15063.9573745259,7.18577449723811e-05,0,"2:1:233",3.99e-05,271415,2,1,233,"2 1","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,115961,80,7766.09994295833,0.000379848581165676,0,"2:2:37",0.000551846,115961,2,2,37,"2 2","Pro-vaccine","","*","*","*"
"non-individual",NA,438709,3,0,3.95648866270429e-05,0,"2:18:11",1.33e-05,438709,2,18,11,"2 18","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,106703,7,81.7610600447908,3.59816756706023e-05,0,"2:4:1:144",2.26e-05,106703,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,31506,1,0,2.22259624540938e-05,0,"2:1:669",2.66e-06,31506,2,1,669,"2 1","Pro-vaccine","","","",""
"non-individual",NA,28085,37,2739.27601890243,0.00018693406078435,0,"2:1:83",0.000203451,28085,2,1,83,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,464750,117,57684.3906626593,0.000862401954157897,0,"2:4:1:9",0.00106114,464750,2,4,1,"2 4","Pro-vaccine","","*","*","**"
"individual, non-P.E.",FALSE,257020,3,49.8507063690097,2.34701546843452e-05,0,"1:2:293",7.98e-06,257020,1,2,293,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,193527,14,36.387855379292,6.58899687846305e-05,0,"2:4:1:100",6.25e-05,193527,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,266343,1,0,2.06741204039829e-05,0,"1:1:668",2.66e-06,266343,1,1,668,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,41855,10,252.164682788126,3.48378417692518e-05,0,"1:7:32",3.32e-05,41855,1,7,32,"1 7","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,332897,9,1448.83485512174,4.72997285135599e-05,0,"1:2:144",3.86e-05,332897,1,2,144,"1 2","Anti-vaccine","","","",""
"non-individual",NA,155015,53,36764.9302411741,0.00017388385656082,5,"3:4:9",0.000175527,155015,3,4,9,"3 4",NA,"","","",""
"non-individual",NA,329073,2,0,2.81170817280533e-05,0,"2:14:27",6.65e-06,329073,2,14,27,"2 14","Pro-vaccine","","","",""
"non-individual",NA,163335,68,93983.0964779985,0.0003745884537581,1,"2:3:42",0.000256641,163335,2,3,42,"2 3","Pro-vaccine","","","",""
"non-individual",NA,348055,13,2606.59757252024,5.45027296489978e-05,1,"2:3:107",3.99e-05,348055,2,3,107,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,58465,121,339686.328165101,0.000485012034013958,6,"2:3:25",0.000538548,58465,2,3,25,"2 3","Pro-vaccine","*","*","**","*"
"individual, non-P.E.",FALSE,140010,2,0,2.70273390963326e-05,0,"2:1:506",5.32e-06,140010,2,1,506,"2 1","Pro-vaccine","","","",""
"non-individual",NA,314698,279,35455.3658881463,0.00131349775373279,3,"1:1:25",0.00298396,314698,1,1,25,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,263460,33,4381.59097657393,0.000132273650054856,0,"2:1:109",0.000126326,263460,2,1,109,"2 1","Pro-vaccine","","*","","*"
"non-individual",NA,330895,6,442.852513646742,3.65187433349644e-05,0,"2:3:138",1.6e-05,330895,2,3,138,"2 3","Pro-vaccine","","","",""
"Description",TRUE,70808,3,249.569254706123,3.37589350136803e-05,0,"2:138:1",7.98e-06,70808,2,138,1,"2 138","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,234376,2,0,3.19263208738594e-05,0,"2:5:37",1.2e-05,234376,2,5,37,"2 5","Pro-vaccine","","","",""
"Both",TRUE,163446,7,981.452490673823,3.60477829813125e-05,0,"2:1:330",1.99e-05,163446,2,1,330,"2 1","Pro-vaccine","","","",""
"non-individual",NA,291146,10,7283.7681033826,0.000112193829352064,0,"2:19:7",4.12e-05,291146,2,19,7,"2 19","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,246744,68,32318.4985301708,0.000390021752227508,0,"2:4:1:27",0.000446795,246744,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,62832,77,30373.8629616124,0.000419682644571894,0,"3:2:18",0.000464082,62832,3,2,18,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,387751,12,8143.68383815818,0.000127065546609683,0,"2:19:6",4.52e-05,387751,2,19,6,"2 19","Pro-vaccine","","","*","*"
"non-individual",NA,312264,9,2696.73859567927,4.1325805338534e-05,0,"1:1:411",2.53e-05,312264,1,1,411,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,467565,4,275.174228408799,3.8745639071221e-05,0,"2:15:20",1.33e-05,467565,2,15,20,"2 15","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,147495,10,1306.53565551893,4.35996819878493e-05,0,"1:26:3",2.93e-05,147495,1,26,3,"1 26","Anti-vaccine","","","",""
"Name, NOT 
Description",TRUE,226250,64,15587.8704383853,0.000300390945581818,0,"2:4:1:36",0.00037233,226250,2,4,1,"2 4","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,163302,130,82305.2796884377,0.00075048673981614,0,"2:2:17",0.000972046,163302,2,2,17,"2 2","Pro-vaccine","","**","**","*"
"individual, non-P.E.",FALSE,461691,51,9630.45283360668,0.000236983187729164,0,"3:2:43",0.000232706,461691,3,2,43,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,65448,3,0,3.47706049527482e-05,0,"3:2:132",1.73e-05,65448,3,2,132,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,63408,3,194.877313237935,2.61097749647488e-05,0,"2:1:432",7.98e-06,63408,2,1,432,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,79864,5,376.368587763077,0.000104101855462632,0,"2:62:1",4.39e-05,79864,2,62,1,"2 62","Pro-vaccine","","","","*"
"individual, non-P.E.",FALSE,72791,15,8770.43863316645,9.1374519653914e-05,0,"2:2:172",4.65e-05,72791,2,2,172,"2 2","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,342853,4,0,9.64760143081702e-05,0,"1:27:2",1.99e-05,342853,1,27,2,"1 27","Anti-vaccine","","","","*"
"Description",TRUE,440899,11,4009.10555777096,4.79792983174514e-05,0,"2:4:2:12",3.06e-05,440899,2,4,2,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,239013,5,7319.98198630206,6.26459720384094e-05,0,"3:2:118",2.39e-05,239013,3,2,118,"3 2",NA,"","","",""
"non-individual",NA,191544,142,17555.4812344031,0.00081301132539614,2,"2:3:13",0.000906888,191544,2,3,13,"2 3","Pro-vaccine","","","",""
"Description",TRUE,446693,49,42928.5934213957,0.000545192699662137,0,"2:9:3",0.000329778,446693,2,9,3,"2 9","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,212172,1,0,2.23154943085355e-05,0,"2:18:18",2.66e-06,212172,2,18,18,"2 18","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,375134,3,1.11617232214479,2.5531620111154e-05,0,"2:4:1:198",7.98e-06,375134,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,144419,3,78.1436174104443,2.94180009898167e-05,0,"2:4:1:177",1.33e-05,144419,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,146930,140,15411.8154276017,0.000474652179101134,2,"1:2:25",0.000922845,146930,1,2,25,"1 2","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,238144,8,41.5329770914806,3.92959554251603e-05,0,"2:4:1:134",2.66e-05,238144,2,4,1,"2 4","Pro-vaccine","","","",""
"Description",TRUE,378426,1,0,2.62106601089984e-05,0,"2:3:209",2.66e-06,378426,2,3,209,"2 3","Pro-vaccine","","","",""
"Both",TRUE,214966,61,14979.0028520664,0.000251521226455712,0,"2:2:62",0.000313821,214966,2,2,62,"2 2","Pro-vaccine","","*","*","*"
"Description",TRUE,434564,15,657.380521317675,6.48168736162498e-05,0,"3:1:77",4.92e-05,434564,3,1,77,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,443826,12,7162.12441351085,0.000116983219911343,0,"3:2:85",6.12e-05,443826,3,2,85,"3 2",NA,"","","",""
"non-individual",NA,168093,6,651.406869891653,4.01185536768192e-05,0,"2:63:3",1.86e-05,168093,2,63,3,"2 63","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,95440,10,649.687248253468,4.49461987261373e-05,0,"2:1:263",3.06e-05,95440,2,1,263,"2 1","Pro-vaccine","","","",""
"Name",TRUE,249916,1,0,2.6094806169287e-05,0,"2:12:45",2.66e-06,249916,2,12,45,"2 12","Pro-vaccine","","","",""
